Metadata: Simulated EEG data for testing
EEG.AF3,EEG.AF4,EEG.F3,EEG.F4,EEG.F7,EEG.F8,EEG.T7,EEG.T8,EEG.P7,EEG.P8,EEG.O1,EEG.O2,EEG.FC5,EEG.FC6
12.909649,-25.184355,-26.071253,-32.12835,12.824218,21.149813,-18.796286,-38.3244,-33.426266,37.428802,-16.364418,21.537851,9.973085,-9.444829
-23.54502,-30.289087,9.201037,21.970703,11.512341,2.4241707,-36.6439,37.479103,23.897135,-16.574238,38.397625,8.150527,6.5938125,19.845854
24.941584,12.518289,-29.75234,-12.9386,34.246693,-22.03075,-10.226638,-5.4338493,-4.847601,9.035167,35.446068,-20.744583,-30.27989,-24.20236
30.953993,11.664865,-17.127457,25.275755,28.9096,27.721148,33.514122,-19.820719,20.403355,-3.1568403,27.359884,18.279255,22.115795,12.492947
-25.805698,3.6021535,38.77358,34.991047,-36.5461,-26.814816,-29.461699,18.078392,25.422827,-22.91909,0.46821544,27.256243,18.624125,3.3789763
7.227815,0.66884375,-16.196123,5.2017593,15.110825,29.865833,10.903308,20.889723,-27.19427,-3.075402,-39.25347,-20.265692,18.116938,39.344795
-32.065754,-7.8804545,24.005678,-23.677149,4.406796,18.645704,9.278836,-24.958021,-11.569235,22.703342,4.338121,-39.58163,20.879261,-37.17509
19.658703,-23.801556,36.645878,-10.56474,-13.84547,-28.088957,-15.551662,30.132061,39.706745,-10.535237,-4.1111493,17.765675,30.895662,7.443547
-8.677944,-6.9902525,15.649451,-39.74254,9.567147,-11.560559,23.535786,-32.56075,7.0561814,-1.5221688,11.386042,-34.811714,6.398703,4.918767
4.8528075,8.279014,14.1174345,24.39912,-18.414343,26.003952,-0.13954543,-33.83534,-35.315926,-13.260935,22.791758,16.614475,23.089197,1.3815246
-4.78408,-28.203798,-13.744579,-5.2784505,-32.911964,-22.351044,7.8580236,18.853048,39.8678,34.649067,11.405216,-6.3001556,10.894189,22.852129
-30.533104,-7.2076087,27.184183,-9.293364,5.7497816,7.0215487,-25.2419,-11.021165,-13.239097,-37.904263,-38.06466,26.535763,-18.154335,1.4463013
-16.101954,35.25434,-19.25626,-5.6274548,29.81842,27.354685,-25.111887,24.211464,-3.3450491,-1.3624902,-29.321602,-33.55188,18.235144,-0.28310782
-5.051944,18.360659,21.241032,-27.287346,8.818012,-29.171673,20.110006,12.556413,36.52917,-34.48336,-35.435623,-17.425034,-19.063545,-20.241695
32.500366,-20.036304,-18.244022,20.751862,-4.0208125,22.136845,-34.770706,-0.9943045,-37.310913,-34.987743,32.514996,-28.86037,2.5936546,-7.112352
-12.212534,31.986668,-38.254128,13.103175,37.071556,4.8134546,34.945797,-35.81937,-6.4965343,-19.187376,18.465677,38.50377,-19.477594,12.333968
-24.15219,5.2264204,-2.885401,37.760426,8.682181,-12.039491,-30.872337,-27.900253,-21.974646,-19.922667,28.049284,4.897823,1.8712729,-30.818491
28.811176,17.825144,-34.586533,16.626808,3.4830575,-33.46197,-3.3359487,-1.224297,-26.738037,35.655853,27.99803,13.521787,-3.016355,-7.058757
12.077877,3.6345496,-35.01815,1.000212,24.51229,-3.26081,-35.843475,22.902256,-23.890898,-19.310333,-26.823492,-13.582795,20.540121,1.5508687
-23.609499,30.226406,30.366549,29.646275,-20.896303,-3.9008524,38.79917,21.760998,-37.826607,-34.783634,-2.88549,32.737617,3.0961437,-0.17499936
-31.562103,12.542408,25.768253,-9.5664,22.048948,37.15813,-23.698683,1.8663704,-17.028963,23.428354,6.2074695,10.766593,23.833134,-8.322362
33.207207,2.6423094,-27.363615,15.671929,23.460909,-14.659066,28.57434,32.49146,-17.847641,38.681717,-28.743078,-23.838747,-25.262012,31.519176
12.343404,-27.831657,-4.7741265,9.223842,-33.322872,30.59331,24.288282,0.41654187,37.37013,-6.5791216,38.728825,13.433599,10.773702,-26.723608
30.55422,-5.800825,-27.021328,-38.991398,4.7804546,2.1919699,17.54829,31.220644,-33.647472,18.51972,-25.007044,28.654163,25.525082,3.2635005
16.819424,-14.851991,-2.3065681,25.730951,-3.2587843,-11.376139,-0.46300423,26.259941,-13.183356,-26.099073,16.961123,26.078257,-31.949001,-20.81007
-28.64224,-12.164687,-3.9719217,19.906107,12.091806,9.674285,-11.810004,27.315804,-2.2970266,38.328396,10.731371,-29.89882,14.094205,-13.991679
14.906176,-34.428707,-26.009485,28.45898,-21.825636,26.96329,-17.657913,11.4305525,15.532046,1.0123802,-15.575146,-22.98845,-37.344852,-15.684288
12.253023,35.064384,29.696358,21.285183,23.075787,13.198792,-19.177052,32.575603,13.658585,4.8352504,-31.120842,-4.2355566,-3.1713383,29.165089
3.7318575,-9.567956,38.144028,-31.142353,-6.1961255,-36.638027,19.19233,33.446125,-17.597013,28.667334,-16.622541,32.861614,20.316952,24.392542
-38.559475,37.02483,18.133678,-15.619912,26.351574,-17.478304,29.820307,-30.993568,16.294878,3.2558782,-32.27724,-20.648493,-39.00768,-2.4985628
-15.898779,7.868599,-16.220976,-16.006472,19.455456,-36.148575,32.231598,28.18111,13.424375,7.4577255,31.3842,-25.173586,-33.68247,-20.839186
23.566263,-37.22638,6.624547,39.635002,28.455687,1.7156551,-34.908726,26.509882,7.9182806,-30.80536,-32.491417,32.770145,13.536021,26.342943
30.318312,5.7417884,1.3957081,-5.5658073,-14.644273,-5.232323,21.910372,8.153874,31.401863,-4.5295987,8.567166,10.504604,7.335773,16.210701
-21.005323,0.9891022,-31.662016,-9.239094,-0.9866345,12.17794,36.042484,8.052085,19.487513,0.5012848,10.728323,-34.325424,-19.648674,-11.051752
-2.2005315,-36.3481,-28.798073,-17.854855,37.722614,-13.492239,-1.4367154,-24.312183,8.862406,-17.545343,-23.440594,1.3258103,-39.559536,-39.38688
-22.474495,-37.06229,-31.357939,-12.891148,24.206854,5.7638917,1.0134181,-16.520895,34.5403,-8.238796,-33.032578,9.365321,-30.89293,-12.382149
0.5929551,29.937801,-0.51627356,16.180702,39.425346,-29.480871,-18.021479,-8.433914,-6.2537456,-7.118314,32.60888,17.122612,8.632417,-15.250182
25.90323,36.404842,25.695862,-39.87479,10.912109,-35.90917,-19.391422,-35.238026,8.303637,14.927193,-30.840988,-9.29289,-3.5010793,-10.475759
-30.318,-6.4841766,20.094244,-34.319386,-33.585598,-11.618297,35.33806,13.485812,14.293596,-11.046401,7.492863,-39.189507,10.887684,33.062954
9.0058775,29.895887,17.917845,-30.355328,32.196266,-34.684494,2.7173977,-28.62903,-39.063473,-6.2372594,-16.396744,-1.1199605,6.175991,-36.500874
-30.159737,4.691392,-12.546612,18.33388,12.1833315,27.64835,15.399426,-5.6055136,13.83733,-17.969505,-15.49492,23.118813,-4.2864385,23.870428
25.79379,28.604986,33.33082,-5.5211825,-14.490655,6.5758996,-10.306206,8.085934,16.446869,15.072401,-10.035769,-26.651184,-5.557653,-28.592468
31.207764,-12.329803,-27.64322,-37.96418,11.665791,10.952186,-12.751667,-34.26305,-7.2296886,-15.1026,14.169651,8.46234,-10.832501,-22.568596
39.042877,-3.6798704,15.061939,-28.755762,-1.152824,-37.797062,0.43640944,37.12139,-9.263463,-36.880318,-37.523537,-8.96106,-27.198006,-38.131832
20.49709,-3.3181593,-16.860418,32.006653,-30.708883,36.473507,-14.882663,31.072294,8.23543,26.13659,38.721054,-16.927565,36.89084,-8.841449
